Designator,Mid X,Mid Y,Layer,Rotation
REF**,35.749999,-104.149002,T,0.0
REF**,34.999999,-104.149001,T,0.0
REF**,34.249999,-104.149001,T,0.0
REF**,33.499999,-104.149,T,0.0
REF**,111.200004,-112.851002,T,0.0
REF**,111.950004,-112.851002,T,0.0
REF**,112.700004,-112.851001,T,0.0
REF**,113.450004,-112.851001,T,0.0
REF**,114.200004,-112.851,T,0.0
REF**,114.200004,-104.149023,T,0.0
REF**,113.450004,-104.149022,T,0.0
REF**,112.700004,-104.149022,T,0.0
REF**,111.950004,-104.149021,T,0.0
REF**,111.200004,-104.149021,T,0.0
REF**,81.200004,-112.851022,T,0.0
REF**,81.950004,-112.851022,T,0.0
REF**,82.700004,-112.851021,T,0.0
REF**,83.450004,-112.851021,T,0.0
REF**,84.200004,-112.85102,T,0.0
REF**,84.200004,-104.149003,T,0.0
REF**,83.450004,-104.149002,T,0.0
REF**,82.700004,-104.149002,T,0.0
REF**,81.950004,-104.149001,T,0.0
REF**,81.200004,-104.149001,T,0.0
REF**,63.499999,-124.551003,T,0.0
REF**,64.249999,-124.551003,T,0.0
REF**,64.999999,-124.551002,T,0.0
REF**,65.749999,-124.551001,T,0.0
REF**,66.499999,-124.551001,T,0.0
REF**,66.499999,-115.849027,T,0.0
REF**,65.749999,-115.849027,T,0.0
REF**,64.999999,-115.849026,T,0.0
REF**,64.249999,-115.849025,T,0.0
REF**,63.499999,-115.849025,T,0.0
REF**,33.499999,-124.551027,T,0.0
REF**,34.249999,-124.551027,T,0.0
REF**,34.999999,-124.551026,T,0.0
REF**,35.749999,-124.551025,T,0.0
REF**,36.499999,-124.551025,T,0.0
REF**,36.499999,-115.849003,T,0.0
REF**,35.749999,-115.849003,T,0.0
REF**,34.999999,-115.849002,T,0.0
REF**,34.249999,-115.849001,T,0.0
REF**,33.499999,-115.849001,T,0.0
REF**,111.200004,-124.551003,T,0.0
REF**,111.950004,-124.551003,T,0.0
REF**,112.700004,-124.551002,T,0.0
REF**,113.450004,-124.551001,T,0.0
REF**,114.200004,-124.551001,T,0.0
REF**,114.200004,-115.849027,T,0.0
REF**,113.450004,-115.849027,T,0.0
REF**,112.700004,-115.849026,T,0.0
REF**,111.950004,-115.849025,T,0.0
REF**,111.200004,-115.849025,T,0.0
REF**,81.200004,-124.551027,T,0.0
REF**,81.950004,-124.551027,T,0.0
REF**,82.700004,-124.551026,T,0.0
REF**,83.450004,-124.551025,T,0.0
REF**,84.200004,-124.551025,T,0.0
REF**,84.200004,-115.849003,T,0.0
REF**,83.450004,-115.849003,T,0.0
REF**,82.700004,-115.849002,T,0.0
REF**,81.950004,-115.849001,T,0.0
REF**,81.200004,-115.849001,T,0.0
